nama_tempat,user,review,rating
Mie Gacoan Bandung - Buah Batu,BeDe SSPF,"Siapa sih yang gatau Mie Gacoan ? Nih Mie cabe pedes gile tapi uenakk dan g bisa berhenti makannya. Rekomendasi dari gw Mie Iblis lvl 6 (biasa sih gw lvl ini yahh, masih idup kok, paling mules), nahhh yg paling gw rekomendasiin malah side …",5
Mie Gacoan Bandung - Buah Batu,RazevMR,"Sedih banget udah puluhan kali beli gacoan di store bubat, baru kali ini beli mie dapet pangsit cuma 1pcs kirain udah berkurang porsi pangsitnya ternyata cuma aku doang yang dpt 1 pcs pangsit",1
Mie Gacoan Bandung - Buah Batu,Musa Bachtiar,"Selalu ramai, tapi selalu kebagian tempat duduk. Suasana nyaman. Pelayanan cepat. Menu sudah ditampilkan dan mudah untuk dipilih. Kasir gercep. Parkir motor 3rb. What the!",5
Mie Gacoan Bandung - Buah Batu,Ajun Junaedi,"Kalo tempat sih lumayan nyaman, cuma yg disayangkan tarip parkir aja terlalu mahal, kalo bisa untuk motor tarip nya jgn kemahalan. Kalo pelayanan sih ok lah.",4
Mie Gacoan Bandung - Buah Batu,Sukitman Aprilian (Qieth_shu),"Mi nya enak banget,, apalagi pangsit nya,,, nikmat gurih gitu,, lokasinya tepat di perempatan lampu merah buah batu,,, lokasi sangat strategis,, cuma lahan parkir untuk mobil masih terbatas,,,",5
Mie Gacoan Bandung - Buah Batu,revi putra,"masa parkir disana 10rb, pungli banget. ilangin napa tukang parkir. ga guna. kalo makanannya enak tapi gaakan lagi makan disitu. males di palakin preman",2
Mie Gacoan Bandung - Buah Batu,Nadya Rahmawati,Makannya enakkk dan tempatnya bersih,5
Mie Gacoan Bandung - Buah Batu,Rizky Septian,Tempatnya enak nyaman,5
Mie Gacoan Bandung - Buah Batu,Tia Marliani,"Makanannya jangan di tanya enak banget, harga terjangkau, pelayanannya ok banget suka udah 2 kali makan langsung di tempat kaya tertib banget sih walaupun pegawai nya emang super sibuk",5
Mie Gacoan Bandung - Buah Batu,Ghani Muhammad,"Menarik, keren",5
Mie Gacoan Bandung - Buah Batu,Ana Anggraeni,"Sering beli ke gacoan buah batu ,tapi pas saya kesana lagi gelas minuman nya kaya ga di cuci ada minyak²",2
Mie Gacoan Bandung - Buah Batu,Chikalara,"tempat nya nyaman, makanan enak, pelayanan cpt",5
Mie Gacoan Bandung - Buah Batu,Quinsha febriani Gunawan,"pelayanan nya sangat baik makanan nya juga enak, tempat nya bersih, poko nya bagus banget",4
Mie Gacoan Bandung - Buah Batu,Andini,"enakk,ramah ramah,gratis,tempatnya enakeun,",5
Mie Gacoan Bandung - Buah Batu,Satrio Bayu Purnomo (Rioyu),Good lah buat yang lagi mau nyantai sama temen-temen cuman tempatnya agak kagok ya di perempatan wkkwkw,5
Mie Gacoan Bandung - Buah Batu,Tiara Rafi ferisna,Undang keju nya enakkk♡♡,5
Mie Gacoan Bandung - Buah Batu,Rhifa Zarkasih,"Seperti Outlet Mie Gacoan biasanya, harga yang murah dengan menu yang sangat lumayan untuk harga segitu. Kendala hanya lama mengantri karena memang ramai, dan juga susah cari tempat duduk, namun overall bagus.",4
Mie Gacoan Bandung - Buah Batu,Irawan Bobs,"Lain kali klo nulis nandain level di dus buat yg take away yang jelas !, bisa kebaca sama kebanyakan org bukan buat sendiri. Mesen banyak pas di bagiin ke anak kecil kebagian yg pedas",3
Mie Gacoan Bandung - Buah Batu,NEKOchan,"Rame bgt tempatnya, murce menunya. Cocok kalo mau nongki di sini. Cuman karena saking ramenya itu antrinya lama. …",4
Mie Gacoan Bandung - Buah Batu,Hari Buchari,"Yang satu ini di Mie Gacoan buah batu, turangga rasa dan harga sangat terjangkau sekali, walaupun harus antri tapi ya kepuasan perpaduan rasa kenyamanan dan pelayanan yang ramah bisa mengalahkannya, satu saat ke bandung lagi kami pasti mampir lagi",4
Mie Gacoan Bandung - Buah Batu,Emillia Sarah,"Pelayanan nya bagus
Suasana nya nyaman 😊 …",5
Mie Gacoan Bandung - Buah Batu,Yuli Fyanti,"Saya pesan takeaway kesini pagi pas buka langsung penuh sama mamang ojol 😆  ngantri nya lumayan lama karena bnyak yg pesen juga take away ,
Yah.. Harus sabar nunggu aja qta nya 😅 …",5
Mie Gacoan Bandung - Buah Batu,lya marliyani,"Mayan lah kalo lg laper mah, cuma gak enak banget lg makan ada pangsit yg jatoh satu biji langsung disapu, ganggu banget yg lg nyuap, trus lg enak"" nyedot genderuwo diusir dong diberesin piring nya, somaynya blm abis ditelen, mungkin karna …",3
Mie Gacoan Bandung - Buah Batu,Fadilah N.H,Makanannya enak apalagi buat pecinta pedas pokoknya wajib banget coba. Cuman sayang nya pas ke sana nggk bisa makan di tempat karna waiting list nya penuh katanya. Jadi di sarankan buat take away dan itu pun menunggu sekitar ½ jam an.,5
Mie Gacoan Bandung - Buah Batu,Sulis Tiani,"pelayanan nya jelek bgt, nunggu mie nya sampe 1 jam semenjak dapet table. Itu juga karena aku protes ke pegawai karna makanan blm dateng padahal udah 1 jam nunggu, kalau ngga protes kayanya sampe 5 jam juga gaakan dikasih tuh mie nya",1
Mie Gacoan Bandung - Buah Batu,Jemmy Gunawan,"Kenapa terlalu sering di non aktifkan di aplikasi shopee food nya ya? Padahal masih bukan tapi ko tidak ada di aplikasi shopee food nya, gacoan cabang lain masih buka buka aja, tapi saya pesan da i gofood bisa, padahal saya customer shopee food, gimn dong?",2
Mie Gacoan Bandung - Buah Batu,Syafira Sopyan,Suka sm kinerja pekerjanya.mengatur plgn yg dine in n take away dg teratur sehingga plgn gk antri berdiri lama. Dan cepat tanggap dn gk terlalu lama antri wlapun byk antrian.yd antri dkasir yg adh dpt no.jd gk buang wkt dn tenaga tuk berdiri lama.good job all,5
Mie Gacoan Bandung - Buah Batu,NAZWA NURSYIFA,"Pertama kali coba gacoan di cabang bubat, beneran pengen balik lagi. Dari segi makanannya entah kenapa kayak beda gitu ya, lebih enak dan pas. Terus untuk tempatnya juga enakeun, beruntung banget waktu itu kesini malem. Cuma ya namanya …",5
Mie Gacoan Bandung - Buah Batu,Rahmatia Bahrun,Pelayanannya keren dan makanannya pun mantap polll,5
Mie Gacoan Bandung - Buah Batu,Redi Setiadi,"Saat pertama kali nyoba mie gacoan di daerah buah batu, rasa nya nggak beda jauh sama gacoan yang lain, yang membeda kan nya entah kenapa aku pesan gacoan level 4 tapi tidak terlalu pedas sedang makan di gacoan yang lain level 4 itu sangat …",4
Mie Gacoan Bandung - Buah Batu,Satria Mahardika Palupi,makanannya sangat enak,5
Mie Gacoan Bandung - Buah Batu,Salwa Putri Azzahra,"tempatnya nyaman, pelayanannya cepat, dan makanannya ENAKKK SEMUAA💕 …",5
Mie Gacoan Bandung - Buah Batu,Aulia Ptr,"pesan di shopee, di keterangan nya sudah ada biaya pengiriman dan biaya layanan, tp driver minta uang lebih, pdhl udah di bayar pakai shopepay, ko bisa gtu ya, pdhl sudah bayar sesuai total makanan nya",2
Mie Gacoan Bandung - Buah Batu,Ilman Nurhaman,"Kalau aja mereka bia kelola antrian lebih baik, biar antrian nya ga panjang terus tiap hari, ini tempat makan yg sempurna. Oh ya, jangan lupa bawa uang cash buat jaga jaga, karena kadang pembayaran debit nya error.",3
Mie Gacoan Bandung - Buah Batu,Suci Maharani,Tempatnya nyaman dan pelayananyaa okayy bngtt apalagi makananyaa gk kalahh jauh enakk,5
Mie Gacoan Bandung - Buah Batu,Lintang,"Mie gacoan dengan harga yg pas di kantong tapi sangat enakk. Pelayanan nya cepat, tempatnya luas, bagus. Sering langganan kesini. …",5
Mie Gacoan Bandung - Buah Batu,Asti Anggraeni,"makanan nya enak, pelayanan nya baik, tempatnya juga nyaman bersih dan cocok untuk kumpul sama teman dan keluarga
harga makanan nya juga cocok untuk kantong pelajar",5
Mie Gacoan Bandung - Buah Batu,farrel pradipta,Enak service cepat,5
Mie Gacoan Bandung - Buah Batu,Adza Shalihah,makanannya enak tempat nya nyaman dan bersih,5
Mie Gacoan Bandung - Buah Batu,Kostaman Maulana,"Area parkir luas,resto nya menarik,menu makanan nya banyak pilihan,harga merakyat,bisa makan ditempat atau Take away so bisa order via Grab food,Go Food maupun Shopee food juga loh,terima kasih.",5
Mie Gacoan Bandung - Buah Batu,Irsan Ihsani Muslim,Setelah makan di tempat dan pesen lagi buat di bawa kerumah malah ga di panggil² oleh pelayan yang gacor walaupun pesanan sudah dikemas dan tidak di anterin sama sekali kemeja cuma pesen dimsum 3 porsi hampir nunggu -+1jam kalo ga di tanyain ke pelayan gacor ya bisa² nunggu sampe tutup (diutamakan TakeAway yang Online² uknowlah).,3
Mie Gacoan Bandung - Buah Batu,Farras Raihan,"Tempatnya sih oke, cuman tolong tambahkan ruang in door supaya beberapa pengunjung tidak merasa kepanasan dan dari segi pelayanan sudah cukup menurut saya cepat, dan tidak bertele-tele.",5
Mie Gacoan Bandung - Buah Batu,Rapa Ramitha,"Pelayanan big nol, pegawainya berisik banyak ngumpul dan nutupin jalan ke toilet, mau makan Dine in aja ribet bgt, pas saya mau pesen Dine in katanya waiting list close, pas makanan Dateng waiting listnya open terus kita mau Dine in mau …",1
Mie Gacoan Bandung - Buah Batu,Shani Alifah ilmi,mie nya enakk banget rekomen buat dateng kesini bareng temen',5
Mie Gacoan Bandung - Buah Batu,Ferry Kurniadi,Dh lama mau nyoba tp sllu antri akhirnya gk jd trs.. Lalu ada di bubat dekat dri rumh nyobain lah antri dh excited walau ngantri eh mienya gk sesuai expectasi gk enak.. Guys.. Yg mie setan cawerang kata sundamah minumannya jg rasa air doank …,3
Mie Gacoan Bandung - Buah Batu,Khayla Putri,Makanannya enak,5
Mie Gacoan Bandung - Buah Batu,Dhiie,"Makanan ok, layanan ok
cuma kalo lagi hectic  samping lampu merah bubat macet suara mobil motor klakson sirine, di dalem antrian lagi panjang, manggil nama sama nomer ojol yang pesen takeaway campur suara kenceng dari speaker musik dikuping bising banget",3
Mie Gacoan Bandung - Buah Batu,Wanda Melfi,Mantep lah mulai dari pesan nya cepat saji pokonya the best ramah ramah jga pelayanan nya,5
Mie Gacoan Bandung - Buah Batu,Dhia Jauza,"enak,pelayanannya sangat ramah",5
